id,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,price_off_peak_var_mean,price_off_peak_var_std,price_off_peak_var_min,price_off_peak_var_max,price_off_peak_var_last,price_peak_var_mean,price_peak_var_std,price_peak_var_min,price_peak_var_max,price_peak_var_last,price_mid_peak_var_mean,price_mid_peak_var_std,price_mid_peak_var_min,price_mid_peak_var_max,price_mid_peak_var_last,price_off_peak_fix_mean,price_off_peak_fix_std,price_off_peak_fix_min,price_off_peak_fix_max,price_off_peak_fix_last,price_peak_fix_mean,price_peak_fix_std,price_peak_fix_min,price_peak_fix_max,price_peak_fix_last,price_mid_peak_fix_mean,price_mid_peak_fix_std,price_mid_peak_fix_min,price_mid_peak_fix_max,price_mid_peak_fix_last,channel_sales_MISSING,channel_sales_epumfxlbckeskwekxbiuasklxalciiuu,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_fixdbufsefwooaasfcxdxadsiekoceaa,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_sddiedcslfslkckwlfkdpoeeailfpeds,channel_sales_usilxuppasemubllopkaafesmlibmsdf,has_gas_f,has_gas_t,origin_up_MISSING,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp
95c47f200fcad5167bbbfd71a33ec174,14906,15616,1463,0.5961771110573434,0.5677290836653387,0.9806368330464716,0.9154334038054969,1472.56,1463,0.0,117.53,0.114667,0.099548,40.606701,140.56,3.24,3.24,2,181.83,6,17.320999999999998,0,0.123777,0.004713,0.117658,0.127566,0.117658,0.103725,0.00211,0.101201,0.105428,0.101201,0.073561,0.000212,0.073433,0.074205,0.073625,40.6067,0.073681,40.565969,40.728885,40.728885,24.364017,0.044209,24.339578,24.43733,24.43733,16.242678,0.029474,16.226383,16.291555,16.291555,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
b2b1e0837db7f608b5bbb1bacc0cf49d,11885,0,1007,0.6472296152915558,0.4442231075697211,0.9690189328743546,0.846723044397463,2022.01,1007,30.0,16.99,0.198096,0.0,46.30537836,201.36,30.9,30.9,2,85.22,5,13.2,0,0.173859,0.028256,0.146734,0.204604,0.200142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.370636,1.122901,44.266931,46.44471,46.44471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
7ae5831aa008e89c66c15bec5db55f37,7053,0,0,0.5589160416162594,0.43824701195219123,0.9565404475043029,0.846723044397463,569.91,0,0.0,18.47,0.141434,0.0,44.31137796,0.0,10.08,10.08,1,46.23,6,10.39,0,0.146921,0.003441,0.142861,0.150211,0.143306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35582,0.092842,44.26693,44.44471,44.44471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
07ba25a19f5ed4cab9af7d8a42639374,22152,0,0,0.5976288410355673,0.027888446215139442,0.9905335628227194,0.6300211416490487,3285.17,0,0.0,19.18,0.142996,0.0,44.31137796,0.0,29.76,29.76,1,317.74,6,13.2,0,0.147965,0.002235,0.14544,0.149902,0.14544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693,1e-06,44.26693,44.266931,44.26693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
843b625cba0d4a1e8862a26f80c12681,15333,0,2268,0.7800629082990563,0.07569721115537849,0.693631669535284,0.6564482029598309,1613.91,2268,0.0,131.76,0.120372,0.103487,40.606701,228.77,26.76,26.76,1,190.7,4,19.8,0,0.127797,0.003932,0.123388,0.131549,0.123388,0.107261,0.001929,0.105155,0.109324,0.105155,0.076488,0.001333,0.074278,0.077255,0.077201,40.688156,0.073681,40.565969,40.728885,40.728885,24.412893,0.044209,24.339581,24.43733,24.43733,16.275263,0.029473,16.226389,16.291555,16.291555,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
e32e49751b282fa1af5f4cbc3cd90e7d,10854,0,1307,0.6569078151463827,0.5179282868525896,0.9664371772805508,0.8890063424947146,1146.85,769,0.0,13.84,0.142881,0.0,45.30837756,111.19,17.64,17.64,1,97.16,5,12.5,0,0.148314,0.003394,0.144291,0.151635,0.144757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.492857,0.44975,44.26693,45.44471,45.44471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3d621dfd649cf98de8092332b86d7d5c,916711,0,66423,0.6094846358577305,0.0099601593625498,0.5419535283993115,0.620507399577167,3196.25,0,0.0,26.81,0.1640579999999999,0.086163,44.31137796,0.0,23.4,23.4,1,336.61,6,10.392,0,0.168011,0.002325,0.165384,0.170012,0.165384,0.086419,0.000757,0.084991,0.087081,0.086328,0.0,0.0,0.0,0.0,0.0,44.266931,1e-06,44.26693,44.266931,44.26693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
b29d6c1439245c7c817c69a03f9dd641,2590,0,0,0.5857730462134043,0.545816733067729,0.5208691910499139,0.9038054968287527,392.43,0,0.0,19.5,0.146348,0.0,45.80687796,0.0,28.56,28.56,1,54.63,6,11.4,1,0.149954,0.002108,0.147173,0.151635,0.148239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.54656,0.653075,44.26693,45.94471,45.94471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
473279dd69ddf4f44ada8c6ff988e34b,5731448,0,771203,0.7234454391483184,0.3386454183266932,0.6432874354561101,0.7938689217758985,2465.58,2975,0.0,144.18,0.115174,0.098837,40.606701,267.88,15.24,15.24,1,291.83,5,19.8,0,0.123016,0.004273,0.118175,0.126473,0.118175,0.102422,0.001704,0.100491,0.103801,0.100491,0.07294,0.001391,0.071814,0.074516,0.074516,40.728885,0.0,40.728885,40.728885,40.728885,24.43733,0.0,24.43733,24.43733,24.43733,16.291555,0.0,16.291555,16.291555,16.291555,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
e1a4ae057bc4bd4ce0f8e7a71ed357d9,1564106,406995,136783,0.5937575610936365,0.7250996015936255,0.5279690189328744,0.9989429175475687,7765.25,0,0.0,87.96,0.1640579999999999,0.086163,44.31137796,0.0,29.76,29.76,2,299.75,6,13.2,0,0.168048,0.002354,0.165384,0.170012,0.165384,0.086593,0.000629,0.084991,0.087081,0.086328,0.0,0.0,0.0,0.0,0.0,44.26693,1e-06,44.26693,44.266931,44.26693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
