cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,price_off_peak_var_mean,price_off_peak_var_std,price_off_peak_var_min,price_off_peak_var_max,price_off_peak_var_last,price_peak_var_mean,price_peak_var_std,price_peak_var_min,price_peak_var_max,price_peak_var_last,price_mid_peak_var_mean,price_mid_peak_var_std,price_mid_peak_var_min,price_mid_peak_var_max,price_mid_peak_var_last,price_off_peak_fix_mean,price_off_peak_fix_std,price_off_peak_fix_min,price_off_peak_fix_max,price_off_peak_fix_last,price_peak_fix_mean,price_peak_fix_std,price_peak_fix_min,price_peak_fix_max,price_peak_fix_last,price_mid_peak_fix_mean,price_mid_peak_fix_std,price_mid_peak_fix_min,price_mid_peak_fix_max,price_mid_peak_fix_last,channel_sales_MISSING,channel_sales_epumfxlbckeskwekxbiuasklxalciiuu,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_fixdbufsefwooaasfcxdxadsiekoceaa,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_sddiedcslfslkckwlfkdpoeeailfpeds,channel_sales_usilxuppasemubllopkaafesmlibmsdf,has_gas_f,has_gas_t,origin_up_MISSING,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp,cons_pwr_12_mo_dif,cons_pwr_12_mo_perc,price_off_peak_var_dif,price_off_peak_var_perc,price_peak_var_dif,price_peak_var_perc,price_mid_peak_var_dif,price_mid_peak_var_perc,price_off_peak_fix_dif,price_off_peak_fix_perc,price_peak_fix_dif,price_peak_fix_perc,price_mid_peak_fix_dif,price_mid_peak_fix_perc,churn
0.002401441960695358,0.0037587343155401614,0.0018970361889152402,0.01776248169091453,0.008342124019957235,0.0,0.1961088585206321,0.41854922015016627,0.5079627503508101,0.6851557729309227,0.009344011317049563,0.008648302370275465,0.008648302370275465,0.03225806451612903,0.007400292625551217,0.4166666666666667,0.04427218187559204,0.44508410704140267,0.06832613296993245,0.4276544394527559,0.454456715354471,0.42592981414577286,0.5284677111196026,0.03030477120615862,0.520407271231327,0.4588055076853447,0.5162552479480077,0.7145243853872231,0.0041489715638882915,0.7268650954695279,0.6503391702161224,0.711338911325385,0.6849267932380205,0.003969353644138269,0.6851557579492806,0.6851557522948636,0.6851557522948636,0.667677636889783,0.002684704206129705,0.6670079043999415,0.6696867247423034,0.6696867247423034,0.9657386382250416,0.003408796647596419,0.9663418903133152,0.93317383254571,0.93317383254571,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0027320722279680063,4.239000877736951e-06,0.041966157690760134,0.0004347340980064214,0.02780152852501279,0.02474262767411368,0.006765876145904497,0.00199725068132088,0.0027531933737599363,0.0020459068865170326,0.002678820342361851,0.00814250941333678,0.0038430915693874307,0.004206693903426885,0
0.001914741560637618,0.0,0.00130575218198062,0.024390120337267136,0.0057419814682822526,1.0,0.028349268325240692,0.7230757438048203,0.0,0.7813094026304825,0.013385814732506404,0.0824791800128123,0.0824791800128123,0.03225806451612903,0.0034683657127507817,0.3333333333333333,0.0312598673823808,0.6251717020618631,0.4096378555481458,0.5333376950029806,0.7289063056644104,0.7245274002852613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765281695450492,0.060493087449362874,0.7476646906029413,0.7813093881692753,0.7813093881692753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0021571717532803433,2.461451460011569e-06,0.2451131959592537,0.0020360193194583647,0.0,0.0,0.0,0.0,0.036803301777073485,0.025062152720834365,0.0,0.0,0.0,0.0,0
0.001136278689707793,0.0,0.0,0.006874433598949517,0.0,0.0,0.030818774924496504,0.5162521946394221,0.0,0.7476646875553385,0.0,0.026905829596412557,0.026905829596412557,0.0,0.0018815131060838843,0.4166666666666667,0.02238711714556363,0.5283065681881927,0.04988547072979791,0.5192604062168331,0.5351300320627004,0.5187772862531586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481644544876304,0.005001597847872384,0.7476646737130266,0.747664678656856,0.747664678656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0016129529252903608,5.182543968365637e-06,0.03113153603422361,0.00026560290590075733,0.0,0.0,0.0,0.0,0.003004387033729348,0.002045914489652884,0.0,0.0,0.0,0.0,0
0.003568814055636896,0.0,0.0,0.03962675339309889,0.0,0.0,0.03200347065792328,0.5219536944769915,0.0,0.7476646875553385,0.0,0.07943625880845613,0.07943625880845613,0.0,0.012931688823860988,0.4166666666666667,0.0312598673823808,0.532060640493639,0.032401635304009975,0.5286343612334803,0.5340292126825793,0.5265025087062606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7466651171208675,5.3872146742556e-08,0.7476646737130266,0.7446740172506519,0.7446740004282972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0036069363179743645,2.8237775650344363e-06,0.018899171943497294,0.00015838165216072446,0.0,0.0,0.0,0.0,1.689946577873791e-08,1.1508125123677939e-08,0.0,0.0,0.0,0.0,0
0.0024702341059534365,0.0,0.0029408599292274538,0.019467489831167403,0.012932287954383464,0.0,0.21985283075536868,0.4393732000306611,0.5280622528383722,0.6851557729309227,0.015207950120954956,0.07142857142857144,0.07142857142857144,0.0,0.007761292436301033,0.25,0.05209977897063467,0.45953944293019006,0.05700368233349763,0.4484814120178538,0.46864624153900963,0.44667279664637016,0.5464832505413323,0.027705167609800938,0.5407399789165145,0.4757602659842986,0.5364257329272709,0.7429553865431128,0.02608763723897685,0.7352291961554831,0.6770696394454085,0.7458889683291144,0.6863007388398547,0.003969353644138269,0.6851557579492806,0.6851557522948636,0.6851557522948636,0.6690170470609639,0.002684704206129705,0.6670079866126944,0.6696867247423034,0.6696867247423034,0.9676760400208884,0.0034086809932350297,0.9663422476357909,0.93317383254571,0.93317383254571,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.002778066520170539,3.9785352660703045e-06,0.03456659395582287,0.0003414519694350875,0.027420054984806867,0.02348552881337718,0.026090690785437656,0.007614215809945597,0.0027531933737599363,0.0020459068865170326,0.0026787381296089065,0.008142258516880066,0.003842737758710662,0.004206305062679229,0
0.0017486415565133111,0.0,0.0016947548181218174,0.013833665268121726,0.0043848895224518885,0.0,0.02309322387412191,0.5215339297642383,0.0,0.7644870349691266,0.007391580950076415,0.04708520179372198,0.04708520179372198,0.0,0.003954311343004764,0.3333333333333333,0.02904957372908115,0.5333155937834864,0.04920409405897533,0.5244580625463428,0.5402030637691485,0.5240300031132574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7504759034102209,0.02422899799746456,0.7476646737130266,0.7644870334130657,0.7644870334130657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.002132078980667556,3.963314965958014e-06,0.03110612253542002,0.00026275597094603076,0.0,0.0,0.0,0.0,0.019903852855134307,0.013554039642386046,0.0,0.0,0.0,0.0,0
0.14768739173695172,0.0,0.08612907366802255,0.0385541723967686,0.0,0.0,0.04473477832841101,0.598832689085752,0.4396632223497895,0.7476646875553385,0.0,0.062459961563100574,0.062459961563100574,0.0,0.013699678274689518,0.4166666666666667,0.02239343227028734,0.6041431437838459,0.03370639914175534,0.6011253107689624,0.6056715354470965,0.5987011200486537,0.4402955037574831,0.010872375262114728,0.43705036896099553,0.3789623479032848,0.4403838207612139,0.0,0.0,0.0,0.0,0.0,0.746665133988202,5.3872146742556e-08,0.7476646737130266,0.7446740172506519,0.7446740004282972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.14765979068824436,0.00012010666014590064,0.019602278743726016,0.000144463797723773,0.013746201707423003,0.014567053759764222,0.0,0.0,1.689946577873791e-08,1.1508125123677939e-08,0.0,0.0,0.0,0.0,0
0.00041726383189326295,0.0,0.0,0.004733614039472476,0.0,0.0,0.03253741803073535,0.5341889233217624,0.0,0.7728982187998047,0.0,0.07623318385650224,0.07623318385650224,0.0,0.0022233844037500023,0.4166666666666667,0.025576255131038842,0.5392127954893599,0.03056046855519151,0.5349333391488929,0.5402030637691485,0.5366350755507933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7513817298767217,0.03518255223389476,0.7476646737130266,0.7728982107911705,0.7728982107911705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0009229145597388268,2.76384034805351e-06,0.018899171943497294,0.00015651666739317517,0.0,0.0,0.0,0.0,0.028353585765836783,0.019308102218752628,0.0,0.0,0.0,0.0,1
0.9233690945084858,0.0,1.0,0.029740601135087908,0.016963649322879543,0.0,0.24057666316263707,0.42039983501421724,0.5043347365735424,0.6851557729309227,0.017807866758759512,0.04067905188981422,0.04067905188981422,0.0,0.011877178666417045,0.3333333333333333,0.05209977897063467,0.4423476616156894,0.06194728754095509,0.42953359212573244,0.45056287851799076,0.42780138865760686,0.5218290663609731,0.024473616177864595,0.5167562286272593,0.45172506832384635,0.5126333348637191,0.7084923895833941,0.02722273323287082,0.7108396765221179,0.6530648016686824,0.7199474406291666,0.6869877285081062,0.0,0.6879073952998407,0.6851557522948636,0.6851557522948636,0.6696867247423034,0.0,0.6696867247423034,0.6696867247423034,0.6696867247423034,0.9686447111903816,0.0,0.9702231270421352,0.93317383254571,0.93317383254571,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9230283434830169,0.000973465684548414,0.03514686884516826,0.00036249914657017696,0.02177030031175601,0.01951188384066841,0.02368056651066586,0.007147970903793537,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2519864336089745,0.09796273519167957,0.17736315859767143,0.09366688688431987,0.0,0.0,0.14676878410171698,0.598832689085752,0.4396632223497895,0.7476646875553385,0.0,0.07943625880845613,0.07943625880845613,0.03225806451612903,0.012199514461359385,0.4166666666666667,0.0312598673823808,0.604276190407698,0.034126823045028856,0.6011253107689624,0.6056715354470965,0.5987011200486537,0.4411820150299325,0.009033981558613163,0.43705036896099553,0.3789623479032848,0.4403838207612139,0.0,0.0,0.0,0.0,0.0,0.7466651171208675,5.3872146742556e-08,0.7476646737130266,0.7446740172506519,0.7446740004282972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.2511652234884717,8.435020232516876e-05,0.019602278743726016,0.000144463797723773,0.013746201707423003,0.014567053759764222,0.0,0.0,1.689946577873791e-08,1.1508125123677939e-08,0.0,0.0,0.0,0.0,0
