cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn,price_off_peak_var_mean,price_off_peak_var_std,price_off_peak_var_min,price_off_peak_var_max,price_off_peak_var_last,price_peak_var_mean,price_peak_var_std,price_peak_var_min,price_peak_var_max,price_peak_var_last,price_mid_peak_var_mean,price_mid_peak_var_std,price_mid_peak_var_min,price_mid_peak_var_max,price_mid_peak_var_last,price_off_peak_fix_mean,price_off_peak_fix_std,price_off_peak_fix_min,price_off_peak_fix_max,price_off_peak_fix_last,price_peak_fix_mean,price_peak_fix_std,price_peak_fix_min,price_peak_fix_max,price_peak_fix_last,price_mid_peak_fix_mean,price_mid_peak_fix_std,price_mid_peak_fix_min,price_mid_peak_fix_max,price_mid_peak_fix_last,channel_sales_MISSING,channel_sales_epumfxlbckeskwekxbiuasklxalciiuu,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_fixdbufsefwooaasfcxdxadsiekoceaa,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_sddiedcslfslkckwlfkdpoeeailfpeds,channel_sales_usilxuppasemubllopkaafesmlibmsdf,cons_pwr_12_mo_dif,cons_pwr_12_mo_perc,price_off_peak_var_dif,price_off_peak_var_perc,price_peak_var_dif,price_peak_var_perc,price_mid_peak_var_dif,price_mid_peak_var_perc,price_off_peak_fix_dif,price_off_peak_fix_perc,price_peak_fix_dif,price_peak_fix_perc,price_mid_peak_fix_dif,price_mid_peak_fix_perc
0.011836276627554492,0.0005904313060975932,0.007471443964818601,0.7432857488507137,0.50199203187251,0.9466437177280551,0.8826638477801269,0.08950683589450444,0.03285531004989309,0.0,0.21624868598888722,0.41851636899873335,0.5079474422758005,0.6851557729309227,t,0.03765657833420529,0.01857783472133248,0.01857783472133248,0.03225806451612903,0.03429823793835328,0.25,lxidpiddsbxsbosboudacockeimpuepw,0.12036627723397539,0,0.4471145980226406,0.07842810063549827,0.4276508047280499,0.46245101531884536,0.4259261940790188,0.5302534452057529,0.04372226477211315,0.5168693595248502,0.4681880690027325,0.5162603492340418,0.7166772703651725,0.02329885911329737,0.7182040444633621,0.6618113617640357,0.7113292496763347,0.6869877243365515,0.0,0.6879073957645886,0.6851557527559009,0.6851557527559009,0.6696867258384733,0.0,0.6696867258384734,0.6696867258384734,0.6696867258384734,0.968644684623227,0.0,0.970223103859034,0.9331738110118681,0.9331738110118681,False,False,False,False,True,False,False,False,0.011989368039150258,0.0,0.081475720865373,0.10301137441629611,0.04422577180277816,0.037356491482548625,0.019121039213305845,0.04832260171158985,0.0,0.0,0.0,0.0,0.0,0.0
0.7957796421648485,0.4477101230205628,0.5529802140292503,0.7582869586256956,0.4800796812749004,0.8158347676419966,0.8699788583509513,0.028379127708909335,0.0,0.0,0.24332982930369929,0.4132163832342323,0.47960709274142055,0.6872173802740011,t,0.0,0.0,0.0,0.03225806451612903,0.008588295384940976,0.25,lxidpiddsbxsbosboudacockeimpuepw,0.0415661509314809,0,0.42539654762197265,0.0313534053305421,0.4210901266338088,0.4276879230495187,0.41939197358799296,0.4918180343752097,0.01505760567846616,0.49028874090453295,0.4237819207269309,0.48637701564564423,0.6450521200112025,0.024598919703322574,0.6472725113088577,0.5944943997475943,0.6553786400262798,0.6869877243365515,0.0,0.6879073957645886,0.6851557527559009,0.6851557527559009,0.6696867258384733,0.0,0.6696867258384734,0.6696867258384734,0.6696867258384734,0.968644684623227,0.0,0.970223103859034,0.9331738110118681,0.9331738110118681,True,False,False,False,False,False,False,False,0.7989102505662502,0.0,0.028157494251177577,0.03615473721253041,0.014109005231973918,0.012649774440392962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009074602262182171,0.0021655566493925995,0.013686409414901134,0.8901524316477135,0.2549800796812749,0.9408347676419966,0.758985200845666,0.019966507777840634,0.005183178902352103,0.0,0.031803240393118756,0.5297686183900745,0.0,0.7476646875553385,t,0.008883990270421908,0.051462737561392274,0.051462737561392274,0.06451612903225806,0.0058643137238941585,0.16666666666666666,ldkssxwpmemidmecebumciepifcamkci,0.0312598673823808,0,0.5369458866143789,0.029670403895447495,0.5343772262688825,0.5396579978624867,0.5322222141776295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481644577035697,0.005001600690519204,0.7476646735425496,0.7476646784870611,0.7476646784870611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,0.008106383336534488,0.0,0.029913985559227908,0.03026722477435367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0059077469944115646,0.0,0.001587130755456086,0.614323735785144,0.16733067729083664,0.5462564543889845,0.7029598308668076,0.010915550168793996,0.0,0.0,0.03153626670671272,0.5354518675879589,0.0,0.7476646875553385,f,0.0,0.07292333973948324,0.07292333973948324,0.0,0.003764654170728084,0.4166666666666667,kamkkxfxxuwbdslkwifmmcsiusiuosws,0.0312598673823808,0,0.5437546334058297,0.03367536488541092,0.5400692051584013,0.5455397221232632,0.5378912387144419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7486642334493223,0.00471555700588579,0.7476646735425496,0.7476646784870611,0.7476646784870611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.006278450806823503,0.0,0.030483839609549385,0.030518734228130884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0031449448889530446,0.0,1.4263429991843911e-05,0.7515122187273168,0.5697211155378487,0.9808519793459552,0.9164904862579282,0.023252282220040017,6.272273699215966e-05,0.0,0.5994393552585474,0.41263236276431486,0.49970149253731344,0.6851557729309227,f,7.445427344262601e-05,0.02938821268417681,0.02938821268417681,0.0,0.00776861824982245,0.25,lxidpiddsbxsbosboudacockeimpuepw,0.17271866119355858,0,0.45425835840941053,0.082939210678998,0.4217443770808799,0.46680441752760915,0.4200435856037185,0.5399511400236572,0.05032116475697913,0.5120561540637133,0.4738976796003273,0.5079707594284519,0.7357768787568258,0.03226820906427026,0.7126807685074295,0.6744404129638394,0.6956387316187127,0.6849267806453131,0.003969333560264816,0.6851557651681354,0.6851557527559009,0.6851557527559009,0.6676776407263781,0.0026847249445954026,0.6670079054961116,0.6696867258384734,0.6696867258384734,0.9657386355132005,0.0034087618448817606,0.9663418672134252,0.9331738110118681,0.9331738110118681,False,False,False,False,True,False,False,False,0.003457423032905795,0.0,0.10056247946849313,0.128923751808188,0.06457849693357824,0.05543813986536116,0.05012949698514833,0.1295445289299809,0.0,0.0,0.0,0.0,0.0,0.0
0.5805082370135896,0.0761025757054246,0.5298501172842948,0.5671425114928623,0.14741035856573706,0.504302925989673,0.6923890063424947,0.0025423740058089696,0.0,0.0,0.029800937745073502,0.598832689085752,0.4396632223497895,0.7476646875553385,t,0.0,0.06833226564168268,0.06833226564168268,0.03225806451612903,0.003592497552974789,0.4166666666666667,kamkkxfxxuwbdslkwifmmcsiusiuosws,0.03315440479949479,0,0.6054972195070205,0.03049171041636045,0.6035714804960669,0.6080691129319559,0.6011374249741162,0.43967482726206664,0.014557634343785465,0.43705036896099553,0.38044197260083207,0.442118258012845,0.0,0.0,0.0,0.0,0.0,0.7486642351360556,0.004715549048412357,0.7476646938104473,0.7476646784870611,0.7476646784870611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.5655286196418662,0.0,0.03102687699867998,0.02779429208150291,0.005218114410450114,0.005146767828362338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00394016275544924,0.0,0.004013210529523355,0.7631260585531091,0.6653386454183267,0.9808519793459552,0.96723044397463,0.027424757393686078,0.017647897362794013,0.0,0.02843269760224258,0.5237130561426178,0.0,0.7476646875553385,f,0.02973517545614876,0.009502455690796498,0.009502455690796498,0.0,0.006906614192135738,0.25,lxidpiddsbxsbosboudacockeimpuepw,0.0312598673823808,0,0.5307508319903823,0.03511752558661574,0.5253013186781234,0.5327930174563591,0.5231829074928143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7471648960916638,0.0037279864674642574,0.7476646735425496,0.7476646784870611,0.7476646784870611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,0.003785268379121633,0.0,0.03373535977903059,0.03472347000531513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10290418849112243,0.0,0.046961694910419176,0.6019840309702396,0.09362549800796813,0.5352839931153184,0.6638477801268499,0.06490972624215602,0.0,0.0,0.020173199179055915,0.598832689085752,0.4396632223497895,0.7476646875553385,f,0.0,0.06854580397181294,0.06854580397181294,0.0,0.02684137375283112,0.4166666666666667,kamkkxfxxuwbdslkwifmmcsiusiuosws,0.025576255131038842,0,0.5560692297504057,0.7066363498748437,0.0,0.6080691129319559,0.6011374249741162,0.4039095623406256,0.35884390724491805,0.0,0.38044197260083207,0.442118258012845,0.0,0.0,0.0,0.0,0.0,0.6864421407899686,0.6904432355204263,0.0,0.7476646784870611,0.7476646784870611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.10666320883058167,0.0,0.03102687699867998,0.02779429208150291,0.005218114410450114,0.005146767828362338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0022788405027529745,0.0,0.004171404934887442,0.8683764819743528,0.049800796812749,0.7695783132530121,0.6416490486257929,0.015271131275011961,0.018343549536707058,0.0,0.027648462398424858,0.5608275570058731,0.39082536037759913,0.6399799566897643,f,0.020092682275030097,0.1601537475976938,0.1601537475976938,0.0,0.011985437910677983,0.16666666666666666,lxidpiddsbxsbosboudacockeimpuepw,0.011455636248815916,0,0.5482122919424736,0.035605696609276434,0.5398947383725157,0.5521446384039896,0.5610632860069936,0.3698341019538047,0.029017853205619077,0.365387087650734,0.3340426828206869,0.3915696146998658,0.0,0.0,0.0,0.0,0.0,0.6391244438192977,4.456168253571798e-08,0.639980021690015,0.6374201173745622,0.6374201173745622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,0.0019382174382922303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0022172981151918833,0.0,0.001769961994442449,0.5654488265182676,0.49203187250996017,0.5027969018932874,0.8763213530655392,0.016447327552026873,0.007783321454027085,0.0,0.2202866629957785,0.42062979307424686,0.5108967980609772,0.6851557729309227,f,0.008818842781159611,0.023168908819133034,0.023168908819133034,0.0,0.0065826504386330845,0.4166666666666667,kamkkxfxxuwbdslkwifmmcsiusiuosws,0.044047994947900224,0,0.4457817353464515,0.0646493101647744,0.42976257978220733,0.454456715354471,0.4280294528631108,0.5287368668646314,0.02939286852911301,0.5207055254158847,0.4588055076853447,0.519213993847849,0.7148333600449407,0.00561201295149525,0.7268650954695287,0.6503391702161224,0.7169426677745357,0.6846977846528643,0.0034162617498516537,0.6851557651681354,0.6851557527559009,0.6851557527559009,0.6674544117267831,0.0023106405600731997,0.6670079054961116,0.6696867258384734,0.6696867258384734,0.9654157538517718,0.002933783559676483,0.9663418672134252,0.9331738110118681,0.9331738110118681,False,False,False,False,True,False,False,False,0.0021984402562929225,0.0,0.06253645389880745,0.07867756616359495,0.02527285956827551,0.021225964123705757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
